3.724848861569559633e-01,4.279617558050106130e-01
6.260529674318653370e-01,3.258406290491350221e-01
5.582866136799679024e-01,6.843412590327645484e-01
8.504587426628523739e-01,9.629548798083301664e-01
7.347487822557536852e-01,6.543875347385822439e-01
8.760729053408438105e-01,4.825123962887190032e-02
9.296933360037133998e-01,6.671325714140624585e-01
8.810975930573284876e-01,1.841941324645199884e-01
1.584099272421132520e-01,5.877147090429761800e-01
3.377519867957488042e-01,6.231432910662051405e-01
5.213769749075499726e-01,4.562918805005848899e-01
1.643138550428690781e-01,6.471277419118146579e-01
5.849814354134742489e-01,5.168833686696222562e-01
2.142041494644569832e-01,3.540718603936530151e-01
6.577310732567004381e-01,9.529219692453290147e-01
6.065391042448928793e-01,8.831896770638932859e-01
8.829091974905712847e-01,7.225253394458156508e-01
9.047092803888182599e-01,1.424253540866838863e-01
6.187991334563988088e-01,1.326294265687382179e-01
7.445782453855023242e-01,6.122862688096893935e-01
7.984418059200325546e-01,6.243151561878887978e-01
9.946093487427855040e-01,2.163634102547662419e-02
3.091806848493705018e-01,8.128623615337513542e-01
1.658569306804459909e-01,4.829472374352644648e-01
4.796270749675844991e-01,2.137434415490016004e-01
8.721936459300579925e-01,2.441154674444272477e-01
9.650122967152163778e-01,6.766555628682505708e-01
7.732665281875742425e-01,7.410236322770064055e-01
3.301435376657349541e-01,6.115497417908742905e-01
7.431882355446830513e-01,3.954279313240088856e-01
6.375401559801991969e-01,7.686109216182186454e-01
5.467540215854145291e-01,2.672904054103926175e-01
8.049123203556730610e-01,1.656138504997018979e-01
2.566230315656639061e-01,7.814833419621403099e-02
8.487238456004515541e-01,3.811514530891666475e-01
6.387703103218668188e-01,3.039762132817271922e-01
7.561584590781494919e-01,1.743224618918803870e-01
3.753270776953989696e-01,4.704376148941586955e-01
5.945934325979177482e-01,6.866138944659021526e-01
8.077615941343138095e-01,8.376417048181382663e-01
8.163150385568798129e-01,4.724488460468734274e-02
2.586749493007182710e-01,3.779859647054751859e-01
1.603405401792341589e-01,3.364443762673527960e-01
9.825380252767197398e-01,4.761183064409225674e-01
3.830749450486863328e-01,1.950875698805644154e-01
5.510465564144975126e-01,9.018994800251765032e-01
1.241768742746671705e-01,1.339396152819073427e-01
8.385407730587108865e-01,2.531817367294342258e-01
1.196463722770311211e-01,5.091606504730387117e-01
8.293647673256534514e-01,3.195306157281649906e-01
5.123546891598611541e-01,5.394863356069588001e-01
6.165746513151215691e-01,7.377014091395496242e-01
7.075298550937834108e-01,1.524921453812508876e-01
4.471894483435926437e-01,4.502687258248123658e-01
6.311785977405092174e-01,7.103962114186188614e-01
9.015173956383599752e-01,8.603274866449112102e-01
9.501252780768019157e-01,4.702369806798756269e-01
3.139748630218259229e-01,2.469793476329241733e-01
7.721096161571737726e-01,5.746475697542448025e-01
5.899485710615952616e-01,7.852013590802889853e-01
7.967191687675850842e-01,7.784858227550226495e-01
6.726815708111082426e-01,4.675802988214871059e-01
9.666006944915451760e-01,1.145438564912978352e-01
6.998218888460986387e-01,2.573953694317595575e-01
7.627318929032279593e-01,2.497348307750739682e-01
2.295915503557875992e-01,3.616292472295135063e-01
6.016424307567067586e-01,4.093422314470460677e-01
3.886799616714960992e-01,7.490597879539360182e-01
9.654177612225642857e-01,4.217104720463815681e-02
6.671074916969603752e-01,3.136855558899052099e-01
1.505368417335130327e-01,6.005929535210359216e-01
7.234263344806012297e-01,9.093985008361742395e-01
8.671670286965085239e-01,8.211897926287003990e-02
9.314311466320075450e-01,5.450794808504026978e-01
5.192730310605525590e-01,3.381072244629965695e-01
3.110670096302623477e-01,3.203531166852632284e-01
7.740992045071652949e-01,6.997016714689852090e-02
4.203509173339740057e-01,5.914517661761983236e-01
9.892593060686966089e-01,5.651992280599900109e-01
4.361429588008670644e-01,2.969392344019174956e-01
4.410986656909630099e-01,5.353996817993670332e-01
8.068926626395797053e-01,7.676520514427770392e-01
4.723157657438623591e-01,2.040808653985966004e-01
9.593871149476721483e-01,5.518554070033222514e-01
3.546267959535112091e-01,7.572979395325772911e-01
